catalog_id,source_file,web_file,media_type,subject,service_context,room_or_area,city,state,country,creator,credit_line,copyright_notice,rights_usage_terms,permission_status,client_or_people_approval,usage_scope,page_assignment,alt_text,caption,keywords,status,notes
IMG-0689,MEDIA/IMAGES/diego-acoustic-guitar-session-checkmark-audio-view-01.jpg,MEDIA/IMAGES/GALLERY/diego-acoustic-guitar-session-checkmark-audio-view-01.webp,image,diego acoustic guitar session checkmark audio view 01,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,gallery,Diego playing acoustic guitar during a recording session at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0690,MEDIA/IMAGES/diego-acoustic-guitar-session-checkmark-audio-view-02.jpg,MEDIA/IMAGES/GALLERY/diego-acoustic-guitar-session-checkmark-audio-view-02.webp,image,diego acoustic guitar session checkmark audio view 02,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,gallery,Diego playing acoustic guitar during a recording session at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0691,MEDIA/IMAGES/music-production-daw-software-screenshot-checkmark-audio.jpg,MEDIA/IMAGES/music-production-daw-software-screenshot-checkmark-audio.webp,image,music production daw software screenshot checkmark audio,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,verified,approved,public-website,studio-a,Screenshot of a digital audio workstation session.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0692,MEDIA/IMAGES/music-production-collaborative-session-checkmark-audio.jpg,MEDIA/IMAGES/music-production-collaborative-session-checkmark-audio.webp,image,music production collaborative session checkmark audio,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Collaborative music production session at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0693,MEDIA/IMAGES/in-fair-condition-music-video-checkmark-audio-thumbnail.jpg,MEDIA/IMAGES/in-fair-condition-music-video-checkmark-audio-thumbnail.webp,image,in fair condition music video checkmark audio thumbnail,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-promotion,Title card from In Fair Condition's music video.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0694,MEDIA/IMAGES/in-fair-condition-albuquerque-music-scene-checkmark-audio-client-view-01.jpg,MEDIA/IMAGES/GALLERY/in-fair-condition-albuquerque-music-scene-checkmark-audio-client-view-01.webp,image,in fair condition albuquerque music scene checkmark audio client view 01,,,,,,In Fair Condition,Courtesy of In Fair Condition,© In Fair Condition. Used with permission.,Property of In Fair Condition; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"In Fair Condition, an Albuquerque band Checkmark Audio has recorded and mixed for.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of In Fair Condition."
IMG-0695,MEDIA/IMAGES/kai-warrior-interview-checkmark-audio-studio.jpg,MEDIA/IMAGES/kai-warrior-interview-checkmark-audio-studio.webp,image,kai warrior interview checkmark audio studio,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Kai Warrior at the interview set at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0696,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-01.jpeg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-01.webp,image,kai warrior albuquerque music scene checkmark audio client view 01,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0697,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-02.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-02.webp,image,kai warrior albuquerque music scene checkmark audio client view 02,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0698,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-03.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-03.webp,image,kai warrior albuquerque music scene checkmark audio client view 03,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0699,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-04.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-04.webp,image,kai warrior albuquerque music scene checkmark audio client view 04,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0700,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-05.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-05.webp,image,kai warrior albuquerque music scene checkmark audio client view 05,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0701,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-06.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-06.webp,image,kai warrior albuquerque music scene checkmark audio client view 06,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0702,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-07.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-07.webp,image,kai warrior albuquerque music scene checkmark audio client view 07,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0703,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-08.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-08.webp,image,kai warrior albuquerque music scene checkmark audio client view 08,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0704,MEDIA/IMAGES/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-09.jpg,MEDIA/IMAGES/GALLERY/kai-warrior-albuquerque-music-scene-checkmark-audio-client-view-09.webp,image,kai warrior albuquerque music scene checkmark audio client view 09,,,,,,Kai Warrior,Courtesy of Kai Warrior,© Kai Warrior. Used with permission.,Property of Kai Warrior; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Kai Warrior, an Albuquerque-based artist Checkmark Audio has worked with.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Kai Warrior."
IMG-0705,MEDIA/IMAGES/tiny-house-elevator-interview-checkmark-audio-studio.jpg,MEDIA/IMAGES/tiny-house-elevator-interview-checkmark-audio-studio.webp,image,tiny house elevator interview checkmark audio studio,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Tiny House Elevator at the on-air interview set at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0706,MEDIA/IMAGES/tiny-house-elevator-albuquerque-music-scene-checkmark-audio-client-view-01.jpg,MEDIA/IMAGES/GALLERY/tiny-house-elevator-albuquerque-music-scene-checkmark-audio-client-view-01.webp,image,tiny house elevator albuquerque music scene checkmark audio client view 01,,,,,,Tiny House Elevator,Courtesy of Tiny House Elevator,© Tiny House Elevator. Used with permission.,Property of Tiny House Elevator; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Tiny House Elevator, an Albuquerque band Checkmark Audio has recorded and mixed for.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Tiny House Elevator."
IMG-0707,MEDIA/IMAGES/tiny-house-elevator-albuquerque-music-scene-checkmark-audio-client-view-02.jpg,MEDIA/IMAGES/GALLERY/tiny-house-elevator-albuquerque-music-scene-checkmark-audio-client-view-02.webp,image,tiny house elevator albuquerque music scene checkmark audio client view 02,,,,,,Tiny House Elevator,Courtesy of Tiny House Elevator,© Tiny House Elevator. Used with permission.,Property of Tiny House Elevator; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Tiny House Elevator, an Albuquerque band Checkmark Audio has recorded and mixed for.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Tiny House Elevator."
IMG-0708,MEDIA/IMAGES/tiny-house-elevator-albuquerque-music-scene-checkmark-audio-client-view-03.jpg,MEDIA/IMAGES/GALLERY/tiny-house-elevator-albuquerque-music-scene-checkmark-audio-client-view-03.webp,image,tiny house elevator albuquerque music scene checkmark audio client view 03,,,,,,Tiny House Elevator,Courtesy of Tiny House Elevator,© Tiny House Elevator. Used with permission.,Property of Tiny House Elevator; used with the band's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Tiny House Elevator, an Albuquerque band Checkmark Audio has recorded and mixed for.",,,pending-human-approval,"New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Confirmed by Gavin 2026-08-08: image usable, credited as property of Tiny House Elevator."
IMG-0709,MEDIA/IMAGES/checkmark-audio-on-air-interview-set.jpg,MEDIA/IMAGES/checkmark-audio-on-air-interview-set.webp,image,checkmark audio on air interview set,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,The on-air interview set at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from original filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
VID-0042,MEDIA/VIDEO/gregorio-and-the-unknown-bird-without-wings-music-video-checkmark-audio.mov,,video,gregorio and the unknown bird without wings music video checkmark audio,,,,,,,,,,unverified,approved,public-website,,,,,pending-human-approval,New addition; moved from MEDIA/IMAGES and renamed for SEO consistency during cleanup pass.
VID-0043,MEDIA/VIDEO/gregorio-and-the-unknown-cut-2-music-video-checkmark-audio.mp4,,video,gregorio and the unknown cut 2 music video checkmark audio,,,,,,,,,,unverified,approved,public-website,,,,,pending-human-approval,New addition; moved from MEDIA/IMAGES and renamed for SEO consistency during cleanup pass.
VID-0044,MEDIA/VIDEO/gregorio-and-the-unknown-music-video-checkmark-audio.mov,,video,gregorio and the unknown music video checkmark audio,,,,,,,,,,unverified,approved,public-website,,,,,pending-human-approval,New addition; moved from MEDIA/IMAGES and renamed for SEO consistency during cleanup pass.
VID-0045,MEDIA/VIDEO/gregorio-and-the-unknown-pink-saliva-music-video-checkmark-audio.mov,,video,gregorio and the unknown pink saliva music video checkmark audio,,,,,,,,,,unverified,approved,public-website,,,,,pending-human-approval,New addition; moved from MEDIA/IMAGES and renamed for SEO consistency during cleanup pass.
VID-0046,MEDIA/VIDEO/gregorio-and-the-unknown-void-music-video-checkmark-audio.mov,,video,gregorio and the unknown void music video checkmark audio,,,,,,,,,,unverified,approved,public-website,,,,,pending-human-approval,New addition; moved from MEDIA/IMAGES and renamed for SEO consistency during cleanup pass.
IMG-0710,MEDIA/IMAGES/bridget-control-room-checkmark-audio-view-01.jpg,MEDIA/IMAGES/bridget-control-room-checkmark-audio-view-01.webp,image,bridget control room checkmark audio view 01,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Bridget working at the control room monitors at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0711,MEDIA/IMAGES/bridget-control-room-checkmark-audio-view-02.jpg,MEDIA/IMAGES/bridget-control-room-checkmark-audio-view-02.webp,image,bridget control room checkmark audio view 02,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Bridget working at the control room monitors at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0712,MEDIA/IMAGES/checkmark-audio-on-air-interview-behind-the-scenes.jpeg,MEDIA/IMAGES/checkmark-audio-on-air-interview-behind-the-scenes.webp,image,checkmark audio on air interview behind the scenes,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Behind-the-scenes photo from the on-air interview set at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0713,MEDIA/IMAGES/engineers-at-control-room-workstation-view-05.jpeg,MEDIA/IMAGES/engineers-at-control-room-workstation-view-05.webp,image,engineers at control room workstation view 05,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Engineers working at the control room workstation at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0714,MEDIA/IMAGES/engineers-at-control-room-workstation-view-06.jpeg,MEDIA/IMAGES/engineers-at-control-room-workstation-view-06.webp,image,engineers at control room workstation view 06,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Engineers working at the control room workstation at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0715,MEDIA/IMAGES/studio-rack-gear-meters-view-03.jpeg,MEDIA/IMAGES/studio-rack-gear-meters-view-03.webp,image,studio rack gear meters view 03,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Outboard rack gear meters at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0716,MEDIA/IMAGES/studio-rack-gear-meters-view-04.jpeg,MEDIA/IMAGES/studio-rack-gear-meters-view-04.webp,image,studio rack gear meters view 04,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Outboard rack gear meters at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0717,MEDIA/IMAGES/studio-rack-gear-meters-view-05.jpeg,MEDIA/IMAGES/studio-rack-gear-meters-view-05.webp,image,studio rack gear meters view 05,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Outboard rack gear meters at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0718,MEDIA/IMAGES/studio-rack-gear-meters-view-06.jpeg,MEDIA/IMAGES/studio-rack-gear-meters-view-06.webp,image,studio rack gear meters view 06,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Outboard rack gear meters at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0719,MEDIA/IMAGES/recording-artist-acoustic-guitar-session-view-01.jpeg,MEDIA/IMAGES/GALLERY/recording-artist-acoustic-guitar-session-view-01.webp,image,recording artist acoustic guitar session view 01,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,gallery,Artist playing acoustic guitar during a recording session at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0720,MEDIA/IMAGES/music-studio-desk-checkmark-audio-view-08.jpeg,MEDIA/IMAGES/music-studio-desk-checkmark-audio-view-08.webp,image,music studio desk checkmark audio view 08,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Studio desk with monitors and keyboard at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0721,MEDIA/IMAGES/studio-patch-bay-and-rack-gear-view-03.jpeg,MEDIA/IMAGES/studio-patch-bay-and-rack-gear-view-03.webp,image,studio patch bay and rack gear view 03,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Studio patch bay and rack gear at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0722,MEDIA/IMAGES/synth-keyboards-view-02.jpeg,MEDIA/IMAGES/synth-keyboards-view-02.webp,image,synth keyboards view 02,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Synthesizers and keyboards at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0723,MEDIA/IMAGES/engineers-at-control-room-workstation-view-07.jpeg,MEDIA/IMAGES/engineers-at-control-room-workstation-view-07.webp,image,engineers at control room workstation view 07,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Engineers working at the control room workstation at Checkmark Audio.,,,pending-human-approval,New addition; renamed for SEO consistency from camera-default filename during cleanup pass. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
